    % Trans. freq. (MHz):    Doppler-shift freq. (MHz):                Intensity (K):              Integrated Int.:                    E_low (K):                         g_up:           Einstein A (s^(-1):     Molecule name:
    9.011761000000000E+04         9.010041568054851E+04         4.090129328139701E-02         0.000000000000000E+00         5.024900732500000E+00         9.000000000000000E+00         5.057550000000000E-06     C2H5OH;v=0;
    1.048086320000000E+05         1.047886346532008E+05         2.381339638303929E-05         0.000000000000000E+00         8.361406043499999E+00         1.100000000000000E+01         7.811179999999999E-06     C2H5OH;v=0;
    9.026816020000000E+04         9.025093715577172E+04         4.090129328139701E-02         0.000000000000000E+00         9.932829545299999E+00         1.100000000000000E+01         7.905430000000000E-09     C2H5OH;v=0;
    1.034803553000000E+05         1.034606113866186E+05         2.381339638303929E-05         0.000000000000000E+00         1.251714642310000E+01         1.300000000000000E+01         1.259500000000000E-08     C2H5OH;v=0;
    1.009501084000000E+05         1.009308472543428E+05         1.137487982461998E-02         3.483470684733992E-01         1.339134246750000E+01         1.300000000000000E+01         1.136900000000000E-08     C2H5OH;v=0;
    1.081882451000000E+05         1.081676029275418E+05         2.381339638303929E-05         0.000000000000000E+00         1.426496300430000E+01         1.300000000000000E+01         1.399630000000000E-08     C2H5OH;v=0;
    1.047191753000000E+05         1.046991950214196E+05         2.381339638303929E-05         0.000000000000000E+00         1.760103668460000E+01         1.300000000000000E+01         1.160290000000000E-08     C2H5OH;v=0;
    1.061463006000000E+05         1.061260480278212E+05         2.381339638303929E-05         0.000000000000000E+00         1.767124861180000E+01         1.300000000000000E+01         1.208360000000000E-08     C2H5OH;v=0;
    9.148514000000000E+04         9.146768475765365E+04         4.090129328139701E-02         0.000000000000000E+00         1.823625319810000E+01         1.300000000000000E+01         4.535790000000000E-06     C2H5OH;v=0;
    1.044872600000000E+05         1.044673239705486E+05         2.381339638303929E-05         0.000000000000000E+00         1.823625319810000E+01         1.500000000000000E+01         5.676340000000000E-06     C2H5OH;v=0;
    9.590922300000000E+04         9.589092364853466E+04         4.090129328139701E-02         0.000000000000000E+00         2.388198275410000E+01         1.500000000000000E+01         5.291040000000000E-06     C2H5OH;v=0;
    9.536296200000000E+04         9.534476687440282E+04         4.090129328139701E-02         0.000000000000000E+00         2.389291739850000E+01         9.000000000000000E+00         2.397210000000000E-07     C2H5OH;v=0;
    1.051188696000000E+05         1.050988130602817E+05         2.381339638303929E-05         0.000000000000000E+00         2.389291739850000E+01         1.300000000000000E+01         9.902480000000001E-09     C2H5OH;v=0;
    9.533717600000001E+04         9.531898579433713E+04         4.090129328139701E-02         0.000000000000000E+00         2.389421229060000E+01         9.000000000000000E+00         2.395460000000000E-07     C2H5OH;v=0;
    1.051702356000000E+05         1.051501692597176E+05         2.381339638303929E-05         0.000000000000000E+00         2.389421229060000E+01         1.300000000000000E+01         9.918810000000000E-09     C2H5OH;v=0;
    1.009901020000000E+05         1.009708332236174E+05         6.693282862839524E+00         2.173478196895804E+02         3.032608522820000E+01         1.700000000000000E+01         6.228830000000000E-06     C2H5OH;v=0;
    1.050572419000000E+05         1.050371971187644E+05         2.381339638303929E-05         0.000000000000000E+00         3.267012768300000E+01         1.300000000000000E+01         7.323070000000000E-09     C2H5OH;v=0;
    1.050578412000000E+05         1.050377963044188E+05         2.381339638303929E-05         0.000000000000000E+00         3.267012768300000E+01         1.300000000000000E+01         7.323110000000000E-09     C2H5OH;v=0;
    1.037029020000000E+05         1.036831156250059E+05         2.381339638303929E-05         0.000000000000000E+00         3.517286635850000E+01         1.900000000000000E+01         2.271560000000000E-06     C2H5OH;v=0;
    1.067235580000000E+05         1.067031952878813E+05         2.381339638303929E-05         0.000000000000000E+00         3.756625859000000E+01         1.900000000000000E+01         7.392010000000000E-06     C2H5OH;v=0;
    1.050224274000000E+05         1.050023892613245E+05         2.381339638303929E-05         0.000000000000000E+00         4.395626334970000E+01         1.300000000000000E+01         4.023330000000000E-09     C2H5OH;v=0;
    1.050224301000000E+05         1.050023919608093E+05         2.381339638303929E-05         0.000000000000000E+00         4.395626334970000E+01         1.300000000000000E+01         4.023330000000000E-09     C2H5OH;v=0;
    9.490433600000000E+04         9.488622837963018E+04         4.090129328139701E-02         0.000000000000000E+00         5.032324780539999E+01         1.500000000000000E+01         5.316279999999999E-07     C2H5OH;v=0;
    9.489610400000001E+04         9.487799795028477E+04         4.090129328139701E-02         0.000000000000000E+00         5.032367943610000E+01         1.500000000000000E+01         5.315830000000000E-07     C2H5OH;v=0;
    1.113023628000000E+05         1.112811264580499E+05         2.381339638303929E-05         0.000000000000000E+00         5.891140384330000E+01         5.000000000000000E+00         5.207730000000000E-08     C2H5OH;v=0;
    1.053858710000000E+05         1.053657635167717E+05         2.381339638303929E-05         0.000000000000000E+00         5.896363115800000E+01         5.000000000000000E+00         1.651570000000000E-06     C2H5OH;v=0;
    1.101785640000000E+05         1.101575420773578E+05         2.381339638303929E-05         0.000000000000000E+00         5.896363115800000E+01         5.000000000000000E+00         5.051000000000000E-08     C2H5OH;v=0;
    1.112028307000000E+05         1.111816133486414E+05         2.381339638303929E-05         0.000000000000000E+00         6.362380394899999E+01         5.000000000000000E+00         5.193710000000000E-08     C2H5OH;v=0;
    9.427832000000001E+04         9.426033182264566E+04         4.090129328139701E-02         0.000000000000000E+00         6.385343148140000E+01         2.500000000000000E+01         1.042440000000000E-05     C2H5OH;v=0;
    1.039388912000000E+05         1.039190597985822E+05         2.381339638303929E-05         0.000000000000000E+00         6.516141637930001E+01         1.100000000000000E+01         3.855600000000000E-08     C2H5OH;v=0;
