          9.9438414062E+04   4.0901293281397008E-002
          9.9438906250E+04   5.2212829264874361E-002
          9.9439398438E+04   7.3568660916637288E-002
          9.9439890625E+04   1.0389602671505656E-001
          9.9440382812E+04   1.3708094333227241E-001
          9.9440875000E+04   1.3576785728526963E-001
          9.9441367188E+04   8.8919352457208084E-002
          9.9441859375E+04   3.9371397054304619E-002
          9.9442351562E+04   1.1250375984364651E-002
          9.9442843750E+04   2.0399277643269997E-003
          9.9443335938E+04   2.3225752189856794E-004
          9.9443828125E+04   1.6477371334865670E-005
          9.9444320312E+04   7.2447299703990647E-007
          9.9444812500E+04   1.9669738007786039E-008
          9.9445304688E+04   3.2899749064667759E-010
          9.9445796875E+04   3.3859623241225298E-012
          9.9446289062E+04   2.3231811102576446E-014
          9.9446781250E+04   0.0000000000000000E+000
          9.9447273438E+04   0.0000000000000000E+000
          9.9447765625E+04   0.0000000000000000E+000
          9.9448257812E+04   0.0000000000000000E+000
          9.9448750000E+04   0.0000000000000000E+000
          9.9449242188E+04   0.0000000000000000E+000
          9.9449734375E+04   7.7604134959670239E-015
          9.9450226562E+04   1.2591147323743186E-012
          9.9450718750E+04   1.2152703732975181E-010
          9.9451210938E+04   7.2228055126602950E-009
          9.9451703125E+04   2.6450224023286862E-007
          9.9452195312E+04   5.9823082443337642E-006
          9.9452687500E+04   8.3868661953045699E-005
          9.9453179688E+04   7.3275351875807767E-004
          9.9453671875E+04   4.0199040182153983E-003
          9.9454164062E+04   1.3982273702305635E-002
          9.9454656250E+04   3.1330823923429396E-002
          9.9455148438E+04   4.6735202469678161E-002
          9.9455640625E+04   4.3635375447568743E-002
          9.9456132812E+04   2.5498709359243005E-002
          9.9456625000E+04   1.0167513428781182E-002
          9.9457117188E+04   2.5756902438861091E-003
          9.9457609375E+04   5.8591931959748071E-004
          9.9458101562E+04   1.3435817518640519E-003
          9.9458593750E+04   6.0016103681180136E-003
          9.9459085938E+04   1.7015336424034844E-002
          9.9459578125E+04   3.3917898551566024E-002
          9.9460070312E+04   4.2310988542403755E-002
          9.9460562500E+04   3.3039048217217766E-002
          9.9461054688E+04   1.6752797926199794E-002
          9.9461546875E+04   5.5739543484666799E-003
          9.9462039062E+04   1.1828835579806556E-003
          9.9462531250E+04   2.1244155052953077E-004
          9.9463023438E+04   6.5878938834079822E-004
          9.9463515625E+04   4.7265294488879591E-003
          9.9464007812E+04   2.1793726951241252E-002
          9.9464500000E+04   6.1890605384843957E-002
          9.9464992188E+04   1.2356003394874789E-001
          9.9465484375E+04   1.5440301529439238E-001
          9.9465976562E+04   1.2082041235312008E-001
          9.9466468750E+04   6.1381784783768489E-002
          9.9466960938E+04   2.0466715539339098E-002
          9.9467453125E+04   4.3419630469624477E-003
          9.9467945312E+04   5.8012768502701487E-004
          9.9468437500E+04   4.8416199920135072E-005
          9.9468929688E+04   2.5088047308299610E-006
          9.9469421875E+04   8.0380638844836942E-008
          9.9469914062E+04   1.5880350143211191E-009
          9.9470406250E+04   1.9312406852030496E-011
          9.9470898438E+04   1.4329578805610448E-013
          9.9471390625E+04   0.0000000000000000E+000
          9.9471882812E+04   0.0000000000000000E+000
          9.9472375000E+04   3.8554920553211968E-015
          9.9472867188E+04   4.5326746342686385E-013
          9.9473359375E+04   4.9542084323170889E-011
