    % Trans. freq. (MHz):    Doppler-shift freq. (MHz):                Intensity (K):              Integrated Int.:                    E_low (K):                         g_up:           Einstein A (s^(-1):     Molecule name:
    8.970282900000000E+04         8.968571382020852E+04         0.000000000000000E+00         0.000000000000000E+00         4.049603829239000E+00         5.000000000000000E+01         2.374340000000000E-06     CH3OCH3;v=0;
    8.969980899999999E+04         8.968269439642048E+04         0.000000000000000E+00         0.000000000000000E+00         4.049998051945000E+00         8.000000000000000E+01         2.342660000000000E-06     CH3OCH3;v=0;
    8.973575400000000E+04         8.971863253816256E+04         0.000000000000000E+00         0.000000000000000E+00         4.049998051945000E+00         8.000000000000000E+01         3.140390000000000E-08     CH3OCH3;v=0;
    8.969591099999999E+04         8.967879714015366E+04         0.000000000000000E+00         0.000000000000000E+00         4.050390835882000E+00         2.000000000000000E+01         2.261780000000000E-06     CH3OCH3;v=0;
    8.973456800000000E+04         8.971744676444978E+04         0.000000000000000E+00         0.000000000000000E+00         4.050390835882000E+00         2.000000000000000E+01         1.106470000000000E-07     CH3OCH3;v=0;
    8.969773699999999E+04         8.968062279175530E+04         0.000000000000000E+00         0.000000000000000E+00         4.050392274651000E+00         3.000000000000000E+01         2.372840000000000E-06     CH3OCH3;v=0;
    9.932607200000000E+04         9.930712071831567E+04         0.000000000000000E+00         0.000000000000000E+00         5.445757930228000E+00         9.000000000000000E+01         5.530720000000000E-06     CH3OCH3;v=0;
    9.932521700000000E+04         9.930626588144852E+04         0.000000000000000E+00         0.000000000000000E+00         5.446189560928000E+00         1.440000000000000E+02         5.530420000000000E-06     CH3OCH3;v=0;
    9.932436199999999E+04         9.930541104458137E+04         0.000000000000000E+00         0.000000000000000E+00         5.446622630397000E+00         3.600000000000000E+01         5.529890000000000E-06     CH3OCH3;v=0;
    9.932436400000000E+04         9.930541304419977E+04         0.000000000000000E+00         0.000000000000000E+00         5.446622630397000E+00         5.400000000000000E+01         5.530000000000000E-06     CH3OCH3;v=0;
    9.147926300000001E+04         9.146180887897739E+04         0.000000000000000E+00         0.000000000000000E+00         6.691727567921000E+00         4.200000000000000E+01         3.100030000000000E-06     CH3OCH3;v=0;
    9.147660700000000E+04         9.145915338573864E+04         0.000000000000000E+00         0.000000000000000E+00         6.692120351858000E+00         1.120000000000000E+02         3.098750000000000E-06     CH3OCH3;v=0;
    9.147376200000000E+04         9.145630892856083E+04         0.000000000000000E+00         0.000000000000000E+00         6.692513135795000E+00         2.800000000000000E+01         3.093380000000000E-06     CH3OCH3;v=0;
    9.147413900000000E+04         9.145668585662973E+04         0.000000000000000E+00         0.000000000000000E+00         6.692513135795000E+00         1.400000000000000E+01         3.100020000000000E-06     CH3OCH3;v=0;
    9.164927099999999E+04         9.163178444167838E+04         0.000000000000000E+00         0.000000000000000E+00         6.692513135795000E+00         2.800000000000000E+01         6.744840000000000E-09     CH3OCH3;v=0;
    9.385972700000000E+04         9.384181868963016E+04         0.000000000000000E+00         0.000000000000000E+00         1.021263126903700E+01         9.000000000000000E+01         3.546580000000000E-06     CH3OCH3;v=0;
    9.385711300000000E+04         9.383920518837786E+04         0.000000000000000E+00         0.000000000000000E+00         1.021302261420500E+01         1.440000000000000E+02         3.545500000000000E-06     CH3OCH3;v=0;
    9.385443799999999E+04         9.383653069876428E+04         0.000000000000000E+00         0.000000000000000E+00         1.021341395937300E+01         3.600000000000000E+01         3.545070000000000E-06     CH3OCH3;v=0;
    9.385456000000000E+04         9.383665267548685E+04         0.000000000000000E+00         0.000000000000000E+00         1.021341395937300E+01         5.400000000000000E+01         3.545960000000000E-06     CH3OCH3;v=0;
    9.093750800000000E+04         9.092015724510676E+04         0.000000000000000E+00         0.000000000000000E+00         1.461075818452900E+01         7.800000000000000E+01         3.626480000000000E-06     CH3OCH3;v=0;
    9.685251400000000E+04         9.683403466987355E+04         0.000000000000000E+00         0.000000000000000E+00         1.461075818452900E+01         6.600000000000000E+01         3.943760000000000E-06     CH3OCH3;v=0;
    9.093810700000000E+04         9.092075613081836E+04         0.000000000000000E+00         0.000000000000000E+00         1.461114665215900E+01         2.080000000000000E+02         3.625950000000000E-06     CH3OCH3;v=0;
    9.684989000000000E+04         9.683141117052925E+04         0.000000000000000E+00         0.000000000000000E+00         1.461114665215900E+01         1.760000000000000E+02         3.943030000000000E-06     CH3OCH3;v=0;
    9.093870500000000E+04         9.092135401672077E+04         0.000000000000000E+00         0.000000000000000E+00         1.461153655855800E+01         2.600000000000000E+01         3.627560000000000E-06     CH3OCH3;v=0;
    9.093870699999999E+04         9.092135601633917E+04         0.000000000000000E+00         0.000000000000000E+00         1.461153655855800E+01         5.200000000000000E+01         3.625640000000000E-06     CH3OCH3;v=0;
    9.684724099999999E+04         9.682876267595490E+04         0.000000000000000E+00         0.000000000000000E+00         1.461153655855800E+01         4.400000000000000E+01         3.943470000000000E-06     CH3OCH3;v=0;
    9.684729200000000E+04         9.682881366622417E+04         0.000000000000000E+00         0.000000000000000E+00         1.461153655855800E+01         2.200000000000000E+01         3.941930000000000E-06     CH3OCH3;v=0;
    1.004657260000000E+05         1.004465572738568E+05         1.399263986044880E+01         9.520774836313597E+02         1.988426956761500E+01         1.300000000000000E+02         4.364930000000000E-06     CH3OCH3;v=0;
    1.004630750000000E+05         1.004439067796640E+05         2.092113207804723E+01         7.545325478530959E+02         1.988465803524500E+01         2.080000000000000E+02         4.364620000000000E-06     CH3OCH3;v=0;
