# Molecule Name	Frequency (MHz)	Intensity (K)
C2H5OH; v=0	99504.859375	7.0132236829018515	0.2710699934213253
C2H5OH; v=0	99518.148438	2.8361639101416762	0.3337753055198907
C2H5OH; v=0	99877.445312	2.059768824619506	0.4981111598752127
C2H5OH; v=0	99956.6875	7.070718646253758	0.7646011200817949
C2H5OH; v=0	100175.21875	5.805924021960574	-0.9912174840727558
C2H5OH; v=0	100339.60938	7.405323257430282	-0.40015553168030843
C2H5OH; v=0	100346.00781	5.599832139502321	0.050132280165418944
C2H5OH; v=0	100419.34375	2.373603068919965	-0.9371089673361679
C2H5OH; v=0	100433.125	2.071187531287293	-1.0969429684340233
C2H5OH; v=0	100640.82812	2.927714508931493	-0.19087898607010675
C2H5OH; v=0	100970.59375	6.693282862839524	3.0272007140124972
C2H5OH; v=0	101224.07031	2.233383722554098	2.774823649582604
